,chip,month,score
4369,80cce62f,8,0.958
4370,80d5329d,3,0.973
4371,80d87200,8,0.913
4372,80ec4a92,9,0.967
4373,80ef0673,8,0.958
4374,80fd0d0f,8,0.918
4375,80fd728b,10,0.926
4376,80fecf22,11,0.962
4377,8106f35b,10,0.953
4378,811cdd6e,8,0.925
4379,811f36cd,10,0.951
4380,812121c0,11,0.957
4381,812c177a,8,0.955
4382,81436722,9,0.953
4383,81482560,0,0.988
4384,814d7035,3,0.922
4385,8156bb81,11,0.971
4386,8159fbff,8,0.952
4387,8165fc74,8,0.838
4388,816e805f,11,0.931
4389,817c62fe,7,0.97
4390,818b8e9f,11,0.955
4391,819252bd,1,0.98
4392,8192df4f,8,0.967
4393,819bfa10,10,0.918
4394,81a07e36,8,0.959
4395,81a1cc36,8,0.921
4396,81aca9c2,0,0.962
4397,81b1374b,10,0.96
4398,81b4dca0,8,0.947
4399,81b8c3c7,0,0.937
4400,81bded3b,8,0.912
4401,81c285a0,0,0.527
4402,81c2d374,5,0.971
4403,81c87582,8,0.962
4404,81cc45e7,7,0.918
4405,81cca0c4,8,0.946
4406,81d2dcc1,9,0.906
4407,81d6bc57,8,0.973
4408,81d8de14,8,0.972
4409,81dabb35,2,0.933
4410,81e80b8b,8,0.996
4411,81e9afab,0,0.952
4412,81ee4067,7,0.968
4413,81f1a442,9,0.965
4414,81fd5a3b,8,0.912
4415,82020949,7,0.95
4416,82021aec,9,0.978
4417,8203523e,9,0.959
4418,82080763,10,0.947
4419,820e0ab9,9,0.956
4420,821620b7,8,0.962
4421,8226818c,11,0.903
4422,822e2af5,7,0.961
4423,822e67c6,7,0.953
4424,823f0262,7,0.925
4425,8240f194,9,0.923
4426,8265b38d,9,0.984
4427,827181a9,9,0.97
4428,82729e95,9,0.958
4429,8276d19c,8,0.951
4430,8281440c,8,0.997
4431,82843696,8,0.92
4432,8286efd2,8,0.905
4433,828aaef3,10,0.964
4434,829b8220,8,0.946
4435,829bbd0e,8,0.92
4436,829f1c10,8,0.955
4437,82b258d5,8,0.91
4438,82b64c90,9,0.945
4439,82b67901,1,0.838
4440,82ba0f12,0,0.952
4441,82be2ddb,9,0.872
4442,82c324dc,7,0.979
4443,82cb30a9,9,0.957
4444,82cf7e7e,4,0.951
4445,82d31426,8,0.928
4446,82d6abf7,8,0.955
4447,82da3062,7,0.976
4448,82ea0e97,9,0.946
4449,82f1bee1,10,0.92
4450,82f84fd6,9,0.921
4451,82fa3845,2,0.969
4452,830332d4,4,0.728
4453,830d2cf9,10,0.953
4454,831178c8,8,0.968
4455,8312269b,8,0.931
4456,83152195,9,0.919
4457,831b4cbd,9,0.99
4458,8328281b,9,0.968
4459,8329a34b,8,0.903
4460,832b55bd,8,0.905
4461,83324ad9,8,0.95
4462,83364f86,4,0.953
4463,833f1d2b,9,0.911
4464,8342f4a9,8,0.931
4465,8345f143,8,0.965
4466,835706c7,7,0.909
4467,835f820c,9,0.945
4468,83605981,8,0.951
4469,83621979,8,0.971
4470,8364274e,8,0.971
4471,836ec33b,7,0.988
4472,836efe73,0,0.918
4473,837ae2bf,11,0.949
4474,83807d60,6,0.937
4475,838343d3,11,0.949
4476,83a0b8fc,9,0.984
4477,83b2fb17,8,0.964
4478,83b9cac4,7,0.96
4479,83bb8009,10,0.912
4480,83c2e649,7,0.97
4481,83ca6479,7,0.969
4482,83d39cf3,5,0.771
4483,83da7228,0,0.957
4484,83dfcca9,9,0.963
4485,8402b7e9,7,0.98
4486,8402d97e,10,0.978
4487,8403db59,1,0.847
4488,840a5ef5,9,0.966
4489,840ef2ee,5,0.749
4490,841213da,9,0.916
4491,8424f46d,4,0.806
4492,84257232,10,0.955
4493,842897ef,8,0.918
4494,8435c58a,7,0.974
4495,844277e5,0,0.969
4496,8451ed23,9,0.893
4497,84562ac3,7,0.94
4498,8460967c,10,0.922
4499,846ea67d,11,0.951
4500,8479655d,8,0.961
4501,84818600,1,0.923
4502,848a0108,1,0.863
4503,84a595eb,7,0.964
4504,84b3feae,7,0.955
4505,84b7fc04,8,0.947
4506,84c58ac1,4,0.91
4507,84c83078,9,0.986
4508,84cae719,11,0.99
4509,84cb44f7,9,0.996
4510,84d37231,8,0.972
4511,84d3b4f4,8,0.915
4512,84db2ccd,8,0.987
4513,84dbba88,8,0.991
4514,84ec74a6,0,0.971
4515,84f04edc,0,0.9390000000000001
4516,84f9ea59,3,0.945
4517,85164800,6,0.882
4518,8523c6cb,9,0.977
4519,85267afe,9,0.905
4520,8532c8b1,8,0.952
4521,85351a13,8,0.925
4522,8547cb3d,0,0.964
4523,85491a3a,7,0.988
4524,8562e957,9,0.981
4525,8563d8ed,11,0.394
4526,856450f7,8,0.904
4527,856a5c94,8,0.929
4528,85753bdc,5,0.981
4529,85771c82,10,0.956
4530,8578b26d,8,0.914
4531,85803178,8,0.959
4532,8588f3b8,8,0.965
4533,85890f75,6,0.975
4534,8590d44e,6,0.882
4535,8596978d,8,0.954
4536,85995b50,11,0.956
4537,859d9003,10,0.915
4538,859dee3a,8,0.929
4539,85a52f35,9,0.979
4540,85ae7ca8,9,0.997
4541,85cb915d,0,0.911
4542,85fb6b00,0,0.953
4543,86027245,9,0.946
4544,8602e094,5,0.949
4545,86043073,7,0.964
4546,861b91c2,8,0.921
4547,861d0063,7,0.908
4548,86204089,8,0.964
4549,8625b1a3,0,0.866
4550,862a6d64,8,0.964
4551,8631ab37,8,0.954
4552,863228a7,0,0.953
4553,8632ccd4,8,0.958
4554,8633faf4,8,0.969
4555,8643ccfa,0,0.926
4556,8653d39f,7,0.78
4557,865cbfe3,4,0.919
4558,866437f0,5,0.946
4559,8667d80f,9,0.974
4560,866b66e1,9,0.911
4561,866fdc5d,10,0.98
4562,86705316,4,0.943
4563,8672fd8f,8,0.965
4564,8673e802,9,0.921
4565,867dd4db,9,0.963
4566,8683a77a,5,0.928
4567,86874536,5,0.883
4568,869c367e,7,0.938
4569,86aeb274,9,0.929
4570,86b00a73,0,0.864
4571,86b04e54,3,0.959
4572,86b1d7b4,8,0.994
4573,86b541ff,9,0.923
4574,86c27a62,7,0.965
4575,86ca19df,3,0.249
4576,86d30e53,7,0.947
4577,86d91f77,8,0.922
4578,86dea1cc,9,0.951
4579,86e13034,8,0.969
4580,86e353eb,8,0.933
4581,86e4c0bb,5,0.938
4582,86e4f5d6,9,0.963
4583,86e50586,8,0.993
4584,86e5bf04,7,0.975
4585,86e8c394,2,0.919
4586,86f69afc,7,0.837
4587,87088246,8,0.979
4588,8712aa91,10,0.951
4589,871f3875,6,0.961
4590,871f4f6b,8,0.981
4591,87261da2,9,0.906
4592,872d0bbf,8,0.996
4593,87310c05,4,0.955
4594,8738810e,9,0.897
4595,874dde20,0,0.96
4596,874f9fe3,5,0.926
4597,8764d723,7,0.975
4598,876c2940,9,0.904
4599,8771b6e1,8,0.954
4600,8774accd,1,0.883
4601,877d37b1,8,0.964
4602,87803901,8,0.969
4603,878c9437,8,0.972
4604,879a3095,9,0.9339999999999999
4605,879d77e9,8,0.949
4606,879e0fab,7,0.967
4607,879f4e78,7,0.96
4608,87a1f4d3,8,0.918
4609,87c7a341,4,0.981
4610,87cedd39,5,0.85
4611,87d409a1,8,0.921
4612,87d50052,8,0.924
4613,87d95885,10,0.952
4614,87d96fa0,0,0.952
4615,87e533de,9,0.918
4616,87ec0f04,0,0.95
4617,87ec1838,0,0.995
4618,87f3d419,9,0.971
4619,87f3fd11,8,0.993
4620,87f413a7,8,0.902
4621,87f6b637,10,0.914
4622,87fa9386,4,0.911
4623,88103b39,4,0.743
4624,88267a8e,0,0.973
4625,88337659,10,0.926
4626,8833efc8,0,0.909
4627,88375984,9,0.953
4628,88377a2d,4,0.98
4629,883bc423,9,0.96
4630,8849cd85,6,0.954
4631,884fc387,0,0.827
4632,885f4fc8,9,0.989
4633,8868ffdf,4,0.901
4634,886a6256,7,0.959
4635,886ecfc1,9,0.978
4636,886f84cb,8,0.905
4637,887dd194,0,0.917
4638,888075c9,8,0.916
4639,8885bb54,7,0.957
4640,888e72c0,8,0.927
4641,888f4c4c,5,0.959
4642,8896b25f,9,0.928
4643,88971785,8,0.957
4644,8899bee2,9,0.976
4645,889b16b4,8,0.971
4646,889bc697,9,0.947
4647,889f711e,7,0.955
4648,88a036d2,0,0.953
4649,88a1054f,10,0.967
4650,88a4e6dd,1,0.896
4651,88a8869d,0,0.958
4652,88af4eb2,7,0.946
4653,88afd7f2,5,0.905
4654,88b9f784,9,0.911
4655,88ba6c6b,7,0.836
4656,88bdac18,9,0.916
4657,88c8575c,2,0.971
4658,88ca408c,9,0.942
4659,88ce3c3c,9,0.983
4660,88dc2bb6,11,0.923
4661,88e26a88,10,0.97
4662,88f24a27,8,0.954
4663,88f49753,7,0.977
4664,88f53e9b,10,0.952
4665,890c43ed,8,0.938
4666,89123a0c,8,0.974
4667,8915cd13,8,0.956
4668,8919322d,7,0.96
4669,891e43ba,10,0.913
4670,8934586b,8,0.971
4671,893c3cd5,9,0.957
4672,894a2089,7,0.926
4673,894eb52f,7,0.944
4674,89531158,8,0.881
4675,89574ec0,9,0.904
4676,89584bbf,0,0.953
4677,895d2df9,10,0.94
4678,8965b64c,7,0.976
4679,896655f6,10,0.94
4680,896bd508,7,0.9339999999999999
4681,896d9d9d,9,0.968
4682,89793a6d,9,0.971
4683,897b31b8,7,0.968
4684,897e84ca,2,0.944
4685,89886c50,0,0.931
4686,898bc1cd,0,0.968
4687,898ffaf0,7,0.977
4688,8990bbcf,8,0.981
4689,89931699,9,0.952
4690,89992782,0,0.963
4691,899f4811,2,0.967
4692,89a1c62b,11,0.963
4693,89b05b36,8,0.9319999999999999
4694,89b0950a,9,0.957
4695,89b599ff,8,0.984
4696,89be7a35,9,0.9410000000000001
4697,89c8cb27,9,0.973
4698,89edaaa9,9,0.96
4699,89efd7b5,9,0.979
4700,89f79a93,9,0.904
4701,89fb4c41,8,0.98
4702,8a034368,0,0.961
4703,8a0d316e,9,0.977
4704,8a14b295,8,0.9390000000000001
4705,8a1cb876,3,0.639
4706,8a22e0a0,8,0.929
4707,8a29255f,9,0.924
4708,8a2f2e90,9,0.981
4709,8a375b14,8,0.959
4710,8a38a5f5,8,0.972
4711,8a3db3be,8,0.919
4712,8a3fe5ef,1,0.965
4713,8a49d82a,9,0.921
4714,8a4aeb22,10,0.911
4715,8a4bce74,9,0.917
4716,8a4db4ed,8,0.96
4717,8a552123,3,0.961
4718,8a6b8e67,9,0.978
4719,8a74c451,9,0.901
4720,8a7cb464,2,0.959
4721,8a85ce4b,8,0.951
4722,8a86f6b9,9,0.913
4723,8a87bd54,8,0.968
4724,8a89538d,10,0.963
4725,8a94d174,8,0.966
4726,8a96937a,8,0.985
4727,8a9d9cde,7,0.94
4728,8ab44593,9,0.961
4729,8abdb5c2,10,0.926
4730,8ac1849d,8,0.909
4731,8ac18621,2,0.956
4732,8ac9bcd3,7,0.9299999999999999
4733,8acb0fcb,8,0.923
4734,8ad25ec7,7,0.9359999999999999
4735,8ad42e1a,7,0.962
4736,8adf37e9,7,0.97
4737,8ae7411e,9,0.917
4738,8ae81387,11,0.923
4739,8af0eab6,7,0.969
4740,8afc8248,8,0.961
4741,8b198572,7,0.906
4742,8b288264,2,0.899
4743,8b3190b1,9,0.942
4744,8b445692,7,0.971
4745,8b508ae6,8,0.915
4746,8b50b2f9,8,0.955
4747,8b531db6,9,0.957
4748,8b5692f4,11,0.878
4749,8b5c134c,7,0.979
4750,8b61f9eb,8,0.959
4751,8b724cac,10,0.959
4752,8b7a81a6,10,0.9359999999999999
4753,8b8371b3,8,0.982
4754,8b839a42,8,0.968
4755,8b8a7b60,7,0.96
4756,8ba496d4,8,0.982
4757,8ba6aabb,9,0.933
4758,8baac2e6,7,0.954
4759,8baffdbd,7,0.954
4760,8bb59697,8,0.965
4761,8bb89a2a,3,0.962
4762,8bb8d991,10,0.937
4763,8bbbc67c,10,0.967
4764,8bc1f6c2,8,0.975
4765,8bd28811,8,0.931
4766,8be17de7,7,0.94
4767,8be778a7,8,0.9339999999999999
4768,8bea695a,3,0.865
4769,8bea8e38,9,0.963
4770,8bf626c1,3,0.965
4771,8bf97b75,7,0.967
4772,8bfce3ed,8,0.903
4773,8c01cfc2,2,0.948
4774,8c05ab2c,5,0.9410000000000001
4775,8c0cc348,8,0.968
4776,8c1b5229,1,0.907
4777,8c30c129,8,0.924
4778,8c414ef3,8,0.964
4779,8c44fb34,7,0.953
4780,8c500a73,10,0.953
4781,8c5fe565,4,0.851
4782,8c6cc96e,10,0.917
4783,8c722baf,0,0.968
4784,8c73aca7,9,0.952
4785,8c7942e4,7,0.983
4786,8c79d0ef,8,0.907
4787,8c861d13,5,0.929
4788,8c91a5b1,10,0.958
4789,8c948bd9,7,0.971
4790,8c94e3ad,4,0.899
4791,8c98e0f0,8,0.917
4792,8c99f2a5,7,0.952
4793,8c9a1061,9,0.957
4794,8c9dd8e8,3,0.943
4795,8ca1690f,1,0.961
4796,8ca62831,7,0.957
4797,8cbc5dd8,8,0.9319999999999999
4798,8cc4947a,8,0.968
4799,8cc5933c,2,0.907
4800,8cce47ff,7,0.985
4801,8cd7a9a5,10,0.962
4802,8ce0fc04,7,0.953
4803,8ce36acd,8,0.92
4804,8ce805e5,0,0.913
4805,8ce96fba,0,0.97
4806,8ceae75e,7,0.961
4807,8cf1f3e3,7,0.973
4808,8d013ad8,8,0.962
4809,8d0e62de,10,0.957
4810,8d11e15d,8,0.987
4811,8d18c5a0,8,0.991
4812,8d1ad59c,8,0.935
4813,8d21d584,8,0.915
4814,8d2eff52,10,0.94
4815,8d32a281,7,0.959
4816,8d35b812,8,0.9319999999999999
4817,8d3b388d,8,0.921
4818,8d434d56,7,0.912
4819,8d44fc52,8,0.718
4820,8d4b0c3b,5,0.971
4821,8d5a3529,10,0.957
4822,8d61f8ce,8,0.904
4823,8d626783,8,0.961
4824,8d66ba60,8,0.962
4825,8d7e6238,7,0.964
4826,8d86c7d1,7,0.918
4827,8d8911e8,10,0.95
4828,8d8d5f81,8,0.938
4829,8d914cdf,8,0.958
4830,8d96cfc1,8,0.965
4831,8d98c0f3,8,0.913
4832,8da44f55,8,0.963
4833,8daee065,8,0.961
4834,8db833c8,10,0.963
4835,8dbdd885,8,0.995
4836,8dc07f56,0,0.5469999999999999
4837,8dc890dc,9,0.975
4838,8de14117,9,0.966
4839,8de88a56,9,0.966
4840,8e0721c0,2,0.845
4841,8e13cc5d,3,0.8009999999999999
4842,8e19cc9d,9,0.952
4843,8e1d1870,11,0.961
4844,8e1f122b,9,0.947
4845,8e21b875,6,0.97
4846,8e28b3af,7,0.961
4847,8e312723,8,0.935
4848,8e3e7eb1,0,0.954
4849,8e44492d,8,0.918
4850,8e48dbbf,5,0.973
4851,8e58105d,0,0.98
4852,8e59447e,0,0.906
4853,8e5d1e4a,8,0.951
4854,8e6095d7,0,0.924
4855,8e60d0ec,3,0.963
4856,8e655e7c,7,0.914
4857,8e72f702,10,0.968
4858,8e75d940,10,0.9299999999999999
4859,8e7611dd,9,0.945
4860,8e78976a,8,0.962
4861,8e7f8581,8,0.968
4862,8e8415b7,3,0.5509999999999999
4863,8e88373f,7,0.967
4864,8e912d20,7,0.952
4865,8e935cfb,9,0.953
4866,8ea7bb51,8,0.955
4867,8ea94369,0,0.923
4868,8eb5a5a7,9,0.915
4869,8eb72d8d,0,0.926
4870,8eba3f9f,9,0.974
4871,8eccb975,7,0.907
4872,8ed2abfe,4,0.884
4873,8ed88cc0,1,0.89
4874,8ed9dcd0,10,0.968
4875,8edb0bc2,5,0.965
4876,8ee60c7c,9,0.963
4877,8ef17980,8,0.92
4878,8efe69d1,0,0.862
4879,8f05489d,8,0.957
4880,8f078588,8,0.983
4881,8f0f154f,9,0.951
4882,8f15b25c,2,0.903
4883,8f19d533,8,0.928
4884,8f1b1d05,8,0.9
4885,8f2f5ac2,10,0.752
4886,8f3cf1fe,8,0.955
4887,8f4868dd,9,0.91
4888,8f4b6ac4,9,0.98
4889,8f4fee01,0,0.876
4890,8f59ce71,9,0.919
4891,8f712016,8,0.915
4892,8f769700,0,0.957
4893,8f804b5e,0,0.9339999999999999
4894,8f8bddb1,4,0.974
4895,8f9cdd3f,10,0.958
4896,8f9e0da5,8,0.9319999999999999
4897,8fa709a3,0,0.953
4898,8fc018fc,8,0.953
4899,8fc328ff,8,0.959
4900,8fc4ffaa,8,0.9339999999999999
4901,8fe022b9,9,0.967
4902,8ff24df1,10,0.962
4903,8ff6c130,10,0.973
4904,8ff95477,11,0.951
4905,8ffc902d,9,0.981
4906,9000c111,7,0.971
4907,900dff47,7,0.929
4908,90135533,6,0.9
4909,90185b20,7,0.973
4910,901d8b27,8,0.964
4911,9024ff49,8,0.996
4912,9026b563,8,0.94
4913,90281f2d,9,0.953
4914,90295844,8,0.913
4915,902ec252,9,0.971
4916,90321640,7,0.972
4917,9046442a,7,0.9410000000000001
4918,90490d80,0,0.976
4919,9058353d,8,0.958
4920,905a7d33,8,0.951
4921,90696c6f,9,0.929
4922,9072affd,7,0.964
4923,909510aa,7,0.974
4924,9097baac,0,0.9390000000000001
4925,90a73cd3,8,0.911
4926,90aa4477,8,0.926
4927,90bbb6d2,9,0.966
4928,90c47dbb,4,0.955
4929,90c9ea5f,4,0.979
4930,90cda472,8,0.911
4931,90d23b7b,10,0.9299999999999999
4932,90d38f89,4,0.979
4933,90e089af,8,0.94
4934,90e4de9a,8,0.976
4935,90e4df44,1,0.954
4936,90f5be9e,8,0.916
4937,90f7113e,8,0.959
4938,90fec39e,8,0.903
4939,910b4517,1,0.9359999999999999
4940,9112a873,8,0.925
4941,9116603a,7,0.9410000000000001
4942,912b56d5,5,0.895
4943,91423ff5,8,0.9410000000000001
4944,914870da,8,0.919
4945,91531f0c,8,0.912
4946,9154fbe8,8,0.913
4947,91649075,10,0.959
4948,916d3dde,9,0.9410000000000001
4949,9170d591,8,0.926
4950,9170de6c,10,0.967
4951,917ab17a,7,0.901
4952,917fd377,8,0.931
4953,9195c3e5,11,0.952
4954,919621a4,1,0.9390000000000001
4955,919c5bf8,1,0.986
4956,919c9d3a,8,0.951
4957,919ca5f9,7,0.971
4958,919d0968,6,0.904
4959,91a1750f,8,0.952
4960,91a73aea,8,0.954
4961,91ac3085,10,0.947
4962,91ad575c,9,0.916
4963,91b2fa82,10,0.916
4964,91b3bdf5,8,0.948
4965,91b60537,8,0.962
4966,91bcf2e3,10,0.955
4967,91c4ca20,0,0.968
4968,91c80972,8,0.976
4969,91d01180,7,0.968
4970,91dae1db,7,0.99
4971,91e350b3,8,0.97
4972,91edab71,8,0.9299999999999999
4973,91f08752,10,0.91
4974,91f2bf55,8,0.963
4975,91f41f82,6,0.914
4976,91f65529,8,0.908
4977,91f7bc39,7,0.964
4978,91fac078,8,0.95
4979,91fc37eb,9,0.938
4980,92020840,7,0.959
4981,92055a43,7,0.953
4982,92132f58,7,0.976
4983,92221335,8,0.92
4984,92289d5a,8,0.972
4985,922c0ee3,9,0.9319999999999999
4986,92350689,0,0.927
4987,9236afec,10,0.908
4988,923ba7db,3,0.978
4989,9240ce36,9,0.962
4990,9249918f,8,0.9390000000000001
4991,9255cdfb,8,0.913
4992,9257b4e9,9,0.959
4993,92640a75,0,0.921
4994,9276855f,10,0.978
4995,927a1e03,8,0.931
4996,927ebf86,0,0.943
4997,9285ab50,8,0.926
4998,9287372b,0,0.912
4999,929337fd,4,0.948
5000,929803cc,8,0.937
5001,92a43d25,2,0.9
5002,92a5bef9,8,0.903
5003,92a908fe,8,0.911
5004,92b1c733,1,0.909
5005,92c1ff5f,7,0.952
5006,92c44aa8,6,0.963
5007,92cc617d,9,0.906
5008,92e49a98,10,0.966
5009,92e7e20b,8,0.945
5010,92ee2171,7,0.931
5011,92f07a95,9,0.954
5012,92fd5670,9,0.919
5013,92ff5ad8,0,0.953
5014,930517d9,0,0.962
5015,93074778,8,0.91
5016,930f300b,7,0.922
5017,93127d9b,8,0.961
5018,9314628a,9,0.965
5019,9316463b,2,0.86
5020,931c79e4,5,0.84
5021,931d652d,1,0.9390000000000001
5022,93239e2b,8,0.974
5023,933b41d4,9,0.912
5024,9342abd6,5,0.947
5025,9349eeaa,3,0.963
5026,934b03ee,0,0.9339999999999999
5027,935096cb,9,0.956
5028,93536746,8,0.973
5029,9353eb6d,2,0.864
5030,9357f679,9,0.923
5031,935ff564,11,0.955
5032,9369d979,8,0.922
5033,936b5643,8,0.965
5034,937457a1,8,0.9299999999999999
5035,937ae7b6,7,0.967
5036,9388f561,8,0.916
5037,9389da23,10,0.967
5038,9394f27f,3,0.967
5039,939bcd53,6,0.954
5040,939c4fcb,9,0.989
5041,93a0c38a,8,0.94
5042,93aac03b,8,0.952
5043,93c2aa87,0,0.969
5044,93ce5a5b,9,0.912
5045,93db9b5c,5,0.863
5046,93dd0d32,7,0.919
5047,93ecb73f,6,0.962
5048,93ed6df9,8,0.914
5049,93f90cf5,10,0.945
5050,93fb157f,10,0.96
5051,940bb9fc,7,0.965
5052,9421b5be,11,0.965
5053,942472f0,10,0.985
5054,94457060,10,0.956
5055,94465264,9,0.951
5056,944b2aba,0,0.967
5057,944ec2f0,4,0.959
5058,945fe04e,11,0.263
5059,9467258b,9,0.977
5060,947251f6,9,0.96
5061,947b7fcd,8,0.964
5062,94820e79,10,0.92
5063,948a3bf7,8,0.983
5064,948f7598,10,0.967
5065,949428fb,8,0.975
5066,949d6efa,8,0.923
5067,94a827f4,8,0.916
5068,94b49769,6,0.971
5069,94c07ba8,7,0.972
5070,94cfefc8,6,0.945
5071,94d3e8fa,8,0.979
5072,94d7d270,8,0.979
5073,94dee375,8,0.9299999999999999
5074,94eee38d,6,0.95
5075,94ff55a4,9,0.98
5076,950c8f3a,11,0.903
5077,9512f5f3,9,0.98
5078,9515f85d,8,0.9339999999999999
5079,951bd81d,8,0.986
5080,9524a67e,1,0.96
5081,952816c6,9,0.913
5082,952eae2b,8,0.935
5083,95336e73,8,0.985
5084,9533c223,9,0.96
5085,95347cf4,0,0.907
5086,9534c849,8,0.975
5087,9537ee4f,10,0.965
5088,95439d46,9,0.968
5089,9558557a,8,0.978
5090,955d9df4,0,0.96
5091,95621a28,8,0.91
5092,956cb8e5,5,0.925
5093,956ea9f0,7,0.954
5094,95996b76,0,0.949
5095,95b51bbc,9,0.912
5096,95bcba9c,10,0.964
5097,95bfa78b,2,0.9339999999999999
5098,95c1c3a5,7,0.949
5099,95c6080e,10,0.992
5100,95eeaf69,9,0.9299999999999999
5101,95f29003,9,0.9390000000000001
5102,95f63950,9,0.95
5103,95fe52f1,8,0.926
5104,96077d31,7,0.977
5105,96088489,3,0.9359999999999999
5106,9610adab,9,0.902
5107,96127a73,8,0.956
5108,96158d67,8,0.931
5109,963a99ea,8,0.955
5110,963bab7d,10,0.967
5111,96485135,2,0.885
5112,9648e995,11,0.9339999999999999
5113,964c9a3f,9,0.954
5114,9662c5d2,8,0.972
5115,96657769,8,0.951
5116,9675fbcc,7,0.961
5117,967c2af7,7,0.988
5118,9685ddfc,1,0.923
5119,968d63a2,2,0.929
5120,969ae841,0,0.983
5121,96aa670c,9,0.916
5122,96b1a7fe,9,0.97
5123,96b288db,9,0.929
5124,96bac511,9,0.922
5125,96dc51c7,7,0.972
5126,96e017c1,4,0.92
5127,96e6c9a9,7,0.958
5128,96fae87e,7,0.924
5129,96fdcb76,10,0.953
5130,971002e5,1,0.77
5131,9713f9ee,4,0.977
5132,971a1f48,0,0.973
5133,971e12f3,7,0.914
5134,97240310,8,0.962
5135,972df03f,6,0.976
5136,973593b6,9,0.953
5137,97388bd3,8,0.992
5138,973c44fa,3,0.957
5139,976940b2,8,0.992
5140,977e6bff,9,0.922
5141,9780a4d0,0,0.734
5142,9782cbd9,2,0.952
5143,9798caa8,9,0.943
5144,979fffa9,9,0.912
5145,97a310b0,7,0.956
5146,97c132ac,8,0.949
5147,97c3622f,1,0.95
5148,97c7728d,8,0.9319999999999999
5149,97ccae87,8,0.913
5150,97cf9ed6,8,0.918
5151,97e95d92,6,0.953
5152,97eeb431,7,0.959
5153,97f26d09,7,0.928
5154,980bad19,6,0.956
5155,981f10c6,8,0.933
5156,982bf942,0,0.919
5157,982caba9,8,0.91
5158,982f9dba,8,0.953
5159,9834e6ad,8,0.963
5160,98373cb5,8,0.956
5161,983b90ca,8,0.948
5162,98460690,11,0.945
5163,984650e5,7,0.967
5164,984c2d18,4,0.962
5165,9854a579,9,0.948
5166,98625e6e,7,0.9299999999999999
5167,986bbbec,9,0.965
5168,9870cd44,9,0.952
5169,987124c8,9,0.952
5170,989157b4,0,0.942
5171,98a0a1ea,8,0.918
5172,98a7bfba,5,0.929
5173,98aeca32,11,0.949
5174,98b58afd,8,0.916
5175,98b825b4,8,0.989
5176,98b9a765,0,0.965
5177,98bf873e,8,0.955
5178,98d70eaa,7,0.962
5179,98df8a0c,8,0.9299999999999999
5180,98e06e84,0,0.961
5181,98e19850,0,0.9299999999999999
5182,98e636ac,8,0.954
5183,98ed625b,8,0.9299999999999999
5184,98ee8eda,11,0.969
5185,98f30008,9,0.965
5186,98fd6dce,0,0.917
5187,9901d450,8,0.954
5188,990240ab,10,0.907
5189,9906d64c,10,0.862
5190,9908112e,8,0.975
5191,990c5835,10,0.762
5192,99278775,9,0.948
5193,9933b2a8,6,0.985
5194,9938e5fa,0,0.966
5195,993cee31,8,0.975
5196,99403896,7,0.956
5197,994ca1c2,4,0.952
5198,994e8d91,9,0.967
5199,99579c71,10,0.957
5200,995b5c4a,3,0.98
5201,996024e3,10,0.971
5202,9966ef85,8,0.967
5203,997547c5,7,0.984
5204,997a8e8d,8,0.94
5205,997f0786,7,0.96
5206,99808036,7,0.975
5207,9993b48b,9,0.974
5208,999622b9,5,0.9319999999999999
5209,999f4aac,2,0.968
5210,99aa77ff,10,0.999
5211,99b62227,9,0.944
5212,99c1f1b2,9,0.964
5213,99c7d6dc,7,0.966
5214,99d2270e,9,0.916
5215,99d496fb,7,0.957
5216,99ddea95,10,0.952
5217,99e75d15,8,0.906
5218,99ea7e0b,3,0.967
5219,99ed53f4,9,0.909
5220,99f14aa8,7,0.909
5221,99fbd7e1,11,0.954
5222,99fc0355,6,0.97
5223,9a0ceea4,8,0.905
5224,9a143d74,7,0.959
5225,9a3e9b7c,8,0.975
5226,9a3effb2,2,0.9
5227,9a3fbbc2,8,0.8280000000000001
5228,9a547ffb,11,0.953
5229,9a5749ef,7,0.964
5230,9a5a7958,7,0.984
5231,9a5cff6b,7,0.956
5232,9a6686da,0,0.882
5233,9a67bb1a,0,0.972
5234,9a68bfcf,8,0.95
5235,9a6abb7b,8,0.989
5236,9a760eee,8,0.905
5237,9a86f498,8,0.976
5238,9a87c641,9,0.916
5239,9a8b80e5,8,0.963
5240,9a945658,10,0.98
5241,9a96ac95,8,0.95
5242,9aa428a3,0,0.953
5243,9aa61443,0,0.906
5244,9aa76ebf,1,0.938
5245,9aa7a6f8,10,0.991
5246,9aa97a9f,0,0.91
5247,9aba31fc,8,0.903
5248,9ac7ed02,8,0.911
5249,9ac8a945,8,0.902
5250,9ac8d8fd,7,0.958
5251,9ad07264,1,0.969
5252,9ad3ee58,3,0.771
5253,9ad82a18,8,0.943
5254,9ad9b4e9,7,0.903
5255,9adabc96,7,0.9339999999999999
5256,9ae19cf3,8,0.959
5257,9aebda39,10,0.904
5258,9aebf7de,7,0.967
5259,9af6c381,10,0.929
5260,9afd6217,6,0.921
5261,9b09ce4c,9,0.938
5262,9b0e219a,3,0.968
5263,9b145844,0,0.929
5264,9b147a85,7,0.927
5265,9b218a01,4,0.949
5266,9b2276f2,7,0.931
5267,9b4fc150,0,0.952
5268,9b54228c,8,0.967
5269,9b696998,9,0.973
5270,9b6a4b9f,9,0.9299999999999999
